Object_Id  Timestamp Type Lat Lng 
53 19  50.6186 3.03275
53 20  50.6184 3.03285
53 21  50.6184 3.03291
53 22  50.6186 3.03309
53 23  50.6188 3.03331
53 24  50.6189 3.03346
53 25  50.6191 3.03361
53 26  50.6192 3.03367
53 27  50.6193 3.03378
53 28  50.6196 3.03396
53 29  50.6198 3.03414
53 30  50.6199 3.03427
53 31  50.6201 3.03446
53 32  50.6203 3.03465
53 33  50.6206 3.03479
53 34  50.6207 3.03485
53 35  50.6208 3.03499
53 36  50.6209 3.03499
53 37  50.6211 3.03509
53 38  50.6212 3.03516
53 39  50.6214 3.03533
53 40  50.6215 3.03546
53 41  50.6216 3.03557
53 42  50.6217 3.03568
53 43  50.6219 3.03583
53 44  50.6221 3.03604
53 45  50.6223 3.03624
53 46  50.6225 3.03645
53 47  50.6227 3.03665
53 48  50.6229 3.03687
53 49  50.6231 3.03709
53 50  50.6233 3.0373
53 51  50.6234 3.03742
53 52  50.6235 3.03752
53 53  50.6237 3.03771
53 54  50.6239 3.03785
53 55  50.6239 3.03793
53 56  50.6241 3.03805
53 57  50.6243 3.03827
53 58  50.6245 3.03849
53 59  50.6247 3.03872
53 60  50.6249 3.03893
53 61  50.6251 3.03914
53 62  50.6252 3.03921
53 63  50.6253 3.0394
53 64  50.6255 3.03963
53 65  50.6257 3.03985
53 66  50.6259 3.04003
53 67  50.6261 3.0402
53 68  50.6263 3.04035
53 69  50.6265 3.04056
53 70  50.6265 3.04066
53 71  50.6267 3.04073
53 72  50.6267 3.04082
53 73  50.6269 3.04103
53 74  50.6271 3.04123
53 75  50.6273 3.0414
53 76  50.6275 3.04159
53 77  50.6276 3.04168
53 78  50.6277 3.04191
53 79  50.6278 3.04224
53 80  50.6279 3.04249
53 81  50.6281 3.0427
53 82  50.6283 3.04291
53 83  50.6285 3.04307
53 84  50.6287 3.04329
53 85  50.6289 3.04352
53 86  50.629 3.04367
53 87  50.629 3.04377
53 88  50.6291 3.04402
53 89  50.6291 3.04412
53 90  50.6293 3.04437
53 91  50.6294 3.04468
53 92  50.6296 3.04496
53 93  50.6297 3.04528
53 94  50.6298 3.04554
53 95  50.6299 3.04568
53 96  50.63 3.04599
53 97  50.6302 3.04631
53 98  50.6303 3.04666
53 99  50.6304 3.04691
53 100  50.6304 3.04707
53 101  50.6305 3.04726
53 102  50.6306 3.04756
53 103  50.6307 3.04767
53 104  50.6308 3.04796
53 105  50.6309 3.04828
53 106  50.631 3.04845
53 107  50.6311 3.04864
53 108  50.6312 3.0489
53 109  50.6314 3.04922
53 110  50.6315 3.04946
53 111  50.6316 3.0496
53 112  50.6317 3.04992
53 113  50.6318 3.05026
53 114  50.6319 3.0506
53 115  50.6321 3.05094
53 116  50.6322 3.05124
53 117  50.6324 3.05153
53 118  50.6325 3.05185
53 119  50.6326 3.05217
53 120  50.6327 3.05237
53 121  50.6329 3.05269
53 122  50.633 3.05302
53 123  50.6331 3.05329
53 124  50.6331 3.05342
53 125  50.6333 3.05375
53 126  50.6333 3.05394
53 127  50.6334 3.05413
53 128  50.6336 3.05444
53 129  50.6336 3.05457
53 130  50.6337 3.05477
53 131  50.6338 3.05488
53 132  50.6339 3.05515
53 133  50.634 3.05516
53 134  50.6342 3.05519
53 135  50.6343 3.0552
53 136  50.6345 3.05523
53 137  50.6347 3.05527
53 138  50.6349 3.0553
53 139  50.6352 3.05534
53 140  50.6353 3.05536
53 141  50.6354 3.0554
53 142  50.6356 3.05566
53 143  50.6358 3.05594
53 144  50.6359 3.05615
53 145  50.636 3.05627
53 146  50.6362 3.05656
53 147  50.6361 3.05679
53 148  50.6359 3.05707
53 149  50.6358 3.05736
53 150  50.6356 3.05764
53 151  50.6355 3.05789
53 152  50.6357 3.05818
53 153  50.6359 3.05848
53 154  50.636 3.05882
53 155  50.636 3.05928
55 0  50.6516 3.08515
55 1  50.6514 3.08551
55 2  50.6513 3.08578
55 3  50.6512 3.08565
55 4  50.6511 3.0856
55 5  50.651 3.08575
55 6  50.6509 3.08605
55 7  50.6508 3.08615
55 8  50.6506 3.08603
55 9  50.6504 3.08582
55 10  50.6505 3.08561
55 11  50.6504 3.0855
55 12  50.6503 3.08533
55 13  50.6503 3.08522
55 14  50.6501 3.08494
55 15  50.65 3.08469
55 16  50.6502 3.08441
55 17  50.6504 3.08413
55 18  50.6506 3.08385
55 19  50.6507 3.08357
55 20  50.6509 3.08338
55 21  50.651 3.08329
55 22  50.6511 3.08305
55 23  50.6513 3.08277
55 24  50.6514 3.08249
55 25  50.6516 3.08221
55 26  50.6518 3.08194
55 27  50.6517 3.08177
55 28  50.6514 3.08155
55 29  50.6512 3.08134
55 30  50.651 3.08112
55 31  50.6508 3.0809
55 32  50.6506 3.08069
55 33  50.6504 3.08047
55 34  50.6502 3.08026
55 35  50.6501 3.08012
55 36  50.65 3.08004
55 37  50.6498 3.07986
55 38  50.6496 3.07964
55 39  50.6494 3.07942
55 40  50.6492 3.07919
55 41  50.649 3.07896
55 42  50.6491 3.07888
55 43  50.6491 3.07873
55 44  50.6491 3.07861
55 45  50.6492 3.07855
55 46  50.6492 3.07844
55 47  50.6494 3.07817
55 48  50.6495 3.07784
55 49  50.6495 3.07772
55 50  50.6496 3.07742
55 51  50.6496 3.07705
55 52  50.6497 3.07668
55 53  50.6498 3.07632
55 54  50.6499 3.07594
55 55  50.6499 3.07557
55 56  50.65 3.07522
55 57  50.6501 3.07485
55 58  50.6502 3.07448
55 59  50.6503 3.07421
55 60  50.6505 3.07394
55 61  50.6507 3.07367
55 62  50.6508 3.07337
55 63  50.6508 3.07299
55 64  50.6509 3.07261
55 65  50.6509 3.07237
55 66  50.6507 3.07225
55 67  50.6506 3.07211
55 68  50.6505 3.07187
55 69  50.6505 3.0715
55 70  50.6504 3.07122
55 71  50.6503 3.07108
55 72  50.6502 3.07079
55 73  50.65 3.07052
55 74  50.6499 3.07036
55 75  50.6498 3.07025
55 76  50.6496 3.07004
55 77  50.6494 3.06984
55 78  50.6492 3.06968
55 79  50.649 3.0694
55 80  50.6489 3.06908
55 81  50.6488 3.06877
55 82  50.6489 3.06842
55 83  50.649 3.06807
55 84  50.6492 3.06775
55 85  50.6493 3.06744
55 86  50.6494 3.06712
55 87  50.6496 3.0668
55 88  50.6497 3.06649
55 89  50.6499 3.06617
55 90  50.65 3.06585
55 91  50.6501 3.0655
55 92  50.6503 3.06515
55 93  50.6504 3.06479
55 94  50.6504 3.06442
55 95  50.6505 3.06405
55 96  50.6506 3.06367
55 97  50.6506 3.06329
55 98  50.6507 3.06305
55 99  50.6507 3.0628
55 100  50.6508 3.06241
55 101  50.6508 3.06203
55 102  50.6509 3.06165
55 103  50.6509 3.06138
55 104  50.6508 3.0614
55 105  50.6508 3.06142
55 106  50.6507 3.06144
55 107  50.6506 3.06145
55 108  50.6504 3.06147
55 109  50.6501 3.06149
55 110  50.6499 3.0615
55 111  50.6497 3.06151
55 112  50.6495 3.06151
55 113  50.6492 3.06151
55 114  50.6491 3.06152
55 115  50.6488 3.06152
55 116  50.6486 3.06152
55 117  50.6485 3.06152
55 118  50.6483 3.06152
55 119  50.6482 3.06127
55 120  50.648 3.06098
55 121  50.6479 3.06082
55 122  50.6479 3.06069
55 123  50.6477 3.06057
55 124  50.6475 3.06066
55 125  50.6474 3.06052
55 126  50.6473 3.06013
55 127  50.6473 3.05975
55 128  50.6472 3.05937
55 129  50.6472 3.05899
55 130  50.6471 3.05881
55 131  50.6471 3.05844
55 132  50.647 3.05812
55 133  50.6469 3.05775
55 134  50.6468 3.05738
55 135  50.6468 3.05727
55 136  50.6467 3.05711
55 137  50.6466 3.05675
55 138  50.6465 3.05639
55 139  50.6464 3.05604
55 140  50.6463 3.05568
55 141  50.6463 3.05551
55 142  50.6462 3.05538
55 143  50.6463 3.05526
55 144  50.6464 3.05495
55 145  50.6465 3.05463
55 146  50.6466 3.05428
55 147  50.6467 3.05398
55 148  50.6467 3.05383
55 149  50.6468 3.05351
55 150  50.6468 3.0536
55 151  50.647 3.05386
55 152  50.6471 3.05408
57 0  50.6471 3.05408
57 1  50.6469 3.05373
57 2  50.6468 3.05352
57 3  50.6468 3.05364
57 4  50.6467 3.05398
57 5  50.6466 3.05435
57 6  50.6466 3.05455
57 7  50.6465 3.05475
57 8  50.6464 3.05507
57 9  50.6462 3.05539
57 10  50.6461 3.05547
57 11  50.646 3.05569
57 12  50.6458 3.05596
57 13  50.6456 3.05622
57 14  50.6454 3.05649
57 15  50.6453 3.05674
57 16  50.6451 3.057
57 17  50.6449 3.0572
57 18  50.6448 3.0573
57 19  50.6447 3.05752
57 20  50.6445 3.05768
57 21  50.6444 3.05792
57 22  50.6442 3.05817
57 23  50.644 3.05842
57 24  50.6439 3.05856
57 25  50.6438 3.05874
57 26  50.6436 3.059
57 27  50.6434 3.05927
57 28  50.6432 3.05954
57 29  50.6431 3.05962
57 30  50.643 3.05985
57 31  50.6429 3.05993
57 32  50.6428 3.06016
57 33  50.6426 3.06035
57 34  50.6425 3.0606
57 35  50.6423 3.06087
57 36  50.6421 3.06112
57 37  50.6419 3.06138
57 38  50.6417 3.06164
57 39  50.6415 3.06191
57 40  50.6414 3.06221
57 41  50.6412 3.06252
57 42  50.6411 3.06279
57 43  50.6409 3.0631
57 44  50.6408 3.06346
57 45  50.6407 3.06382
57 46  50.6406 3.06417
57 47  50.6406 3.06428
57 48  50.6404 3.06444
57 49  50.6402 3.06451
57 50  50.6399 3.06443
57 51  50.6397 3.06459
57 52  50.6395 3.06482
57 53  50.6394 3.06506
57 54  50.6394 3.06521
57 55  50.6393 3.06548
57 56  50.639 3.06567
57 57  50.6389 3.06579
57 58  50.6388 3.06591
57 59  50.6387 3.06598
57 60  50.6386 3.06618
57 61  50.6384 3.06634
57 62  50.6381 3.06614
57 63  50.6379 3.06594
57 64  50.6377 3.06575
57 65  50.6375 3.06556
57 66  50.6373 3.06535
57 67  50.6372 3.06525
57 68  50.6371 3.06533
57 69  50.6371 3.06523
57 70  50.637 3.06507
57 71  50.6369 3.06504
57 72  50.6367 3.06528
57 73  50.6365 3.06546
57 74  50.6364 3.06572
57 75  50.6362 3.06594
59 0  50.6362 3.06594
59 1  50.6364 3.06651
59 2  50.6365 3.06671
59 3  50.6367 3.06699
59 4  50.6369 3.06728
59 5  50.6371 3.06754
59 6  50.6372 3.0678
59 7  50.6373 3.06791
59 8  50.6374 3.06806
59 9  50.6377 3.06802
59 10  50.6379 3.06798
59 11  50.638 3.068
59 12  50.6381 3.06818
59 13  50.6383 3.06848
59 14  50.6384 3.06873
59 15  50.6385 3.06884
59 16  50.6386 3.06913
59 17  50.6388 3.06943
59 18  50.6389 3.06974
59 19  50.6391 3.07003
59 20  50.6392 3.07039
59 21  50.6393 3.07059
59 22  50.6394 3.07052
59 23  50.6396 3.07036
59 24  50.6398 3.07019
59 25  50.64 3.07002
59 26  50.6401 3.07005
59 27  50.6402 3.07026
59 28  50.6404 3.07042
59 29  50.6407 3.07057
59 30  50.6409 3.07073
59 31  50.6411 3.07088
59 32  50.6413 3.07104
59 33  50.6416 3.07119
59 34  50.6418 3.07134
59 35  50.642 3.07148
59 36  50.6422 3.07166
59 37  50.6425 3.07183
59 38  50.6427 3.07201
59 39  50.6428 3.07213
59 40  50.6429 3.07219
59 41  50.643 3.07229
59 42  50.6432 3.07247
59 43  50.6434 3.07268
59 44  50.6436 3.0729
59 45  50.6437 3.07305
59 46  50.6438 3.07317
59 47  50.644 3.07341
59 48  50.6442 3.07365
59 49  50.6444 3.0739
59 50  50.6445 3.07399
59 51  50.6447 3.07415
59 52  50.6449 3.07433
59 53  50.6451 3.07452
59 54  50.6452 3.0747
59 55  50.6454 3.07489
59 56  50.6455 3.07503
59 57  50.6456 3.07514
59 58  50.6458 3.0753
59 59  50.6459 3.07543
59 60  50.6461 3.07568
59 61  50.6463 3.0759
59 62  50.6465 3.07611
59 63  50.6467 3.07632
59 64  50.6469 3.07653
59 65  50.6472 3.07674
59 66  50.6474 3.07696
59 67  50.6476 3.07717
59 68  50.6478 3.07738
59 69  50.648 3.0776
59 70  50.6482 3.07783
59 71  50.6483 3.07797
59 72  50.6484 3.07809
59 73  50.6486 3.07832
59 74  50.6488 3.07856
59 75  50.649 3.07877
59 76  50.649 3.07889
59 77  50.649 3.07899
59 78  50.6491 3.07911
59 79  50.6493 3.07935
59 80  50.6495 3.07957
59 81  50.6497 3.07979
59 82  50.65 3.08001
59 83  50.6502 3.08022
59 84  50.6504 3.08044
59 85  50.6506 3.08066
59 86  50.6508 3.08087
59 87  50.651 3.08109
59 88  50.6511 3.08123
59 89  50.6513 3.08145
59 90  50.6516 3.08167
59 91  50.6518 3.08188
59 92  50.6518 3.08196
59 93  50.6517 3.08214
59 94  50.6515 3.08242
59 95  50.6513 3.0827
59 96  50.6511 3.08298
59 97  50.651 3.0832
59 98  50.6508 3.08344
59 99  50.6508 3.08353
59 100  50.6506 3.08374
59 101  50.6505 3.08402
59 102  50.6503 3.0843
59 103  50.6501 3.08458
59 104  50.65 3.08478
59 105  50.6501 3.0849
59 106  50.6502 3.08518
59 107  50.6504 3.08547
59 108  50.6504 3.08573
59 109  50.6505 3.08592
59 110  50.6507 3.08612
59 111  50.6508 3.08613
59 112  50.6509 3.08593
59 113  50.6511 3.08561
59 114  50.6511 3.08561
59 115  50.6513 3.08579
59 116  50.6514 3.08559
59 117  50.6515 3.08527
59 118  50.6516 3.08515
59 119  50.6516 3.08525
59 120  50.6514 3.08552
59 121  50.6513 3.08581
59 122  50.6511 3.0856
59 123  50.6511 3.08561
59 124  50.651 3.08582
59 125  50.6508 3.08614
59 126  50.6508 3.08613
59 127  50.6506 3.08599
59 128  50.6506 3.08594
59 129  50.6504 3.08579
59 130  50.6505 3.08556
59 131  50.6503 3.08528
59 132  50.6502 3.0851
59 133  50.65 3.08481
59 134  50.6499 3.08495
59 135  50.6497 3.08524
59 136  50.6495 3.08552
59 137  50.6494 3.08581
59 138  50.6492 3.08609
59 139  50.649 3.08638
59 140  50.6489 3.08658
59 141  50.6488 3.08653
59 142  50.6486 3.08639
59 143  50.6484 3.08624
59 144  50.6481 3.08609
59 145  50.648 3.08597
59 146  50.6479 3.08593
59 147  50.6477 3.08583
59 148  50.6475 3.08582
59 149  50.6472 3.08583
59 150  50.647 3.08584
59 151  50.6467 3.08583
59 152  50.6465 3.08581
59 153  50.6462 3.08579
59 154  50.646 3.08579
59 155  50.6457 3.08579
59 156  50.6455 3.08578
59 157  50.6452 3.08578
59 158  50.645 3.08579
59 159  50.6448 3.08583
59 160  50.6445 3.08588
59 161  50.6443 3.08593
59 162  50.644 3.08598
59 163  50.6438 3.08603
59 164  50.6435 3.08608
59 165  50.6433 3.08614
59 166  50.643 3.08621
59 167  50.6428 3.0863
59 168  50.6425 3.0864
59 169  50.6423 3.08649
59 170  50.6421 3.08655
59 171  50.6419 3.08656
59 172  50.6417 3.08654
59 173  50.6414 3.08653
59 174  50.6412 3.08652
59 175  50.6409 3.08651
59 176  50.6407 3.08653
59 177  50.6405 3.08653
59 178  50.6403 3.08656
59 179  50.6402 3.08657
59 180  50.64 3.08658
59 181  50.6398 3.0866
59 182  50.6395 3.08663
59 183  50.6393 3.08664
59 184  50.639 3.08664
59 185  50.6388 3.08662
59 186  50.6387 3.08661
59 187  50.6385 3.08658
59 188  50.6384 3.08657
61 0  50.6384 3.08657
61 1  50.6387 3.08661
61 2  50.6388 3.08662
61 3  50.639 3.08664
61 4  50.6391 3.08664
61 5  50.6392 3.08664
61 6  50.6395 3.08663
61 7  50.6397 3.08661
61 8  50.64 3.08658
61 9  50.6402 3.08656
61 10  50.6405 3.08654
61 11  50.6407 3.08652
61 12  50.641 3.08651
61 13  50.6412 3.08653
61 14  50.6415 3.08654
61 15  50.6417 3.08655
61 16  50.642 3.08656
61 17  50.6422 3.08652
61 18  50.6425 3.08642
61 19  50.6427 3.08633
61 20  50.643 3.08624
61 21  50.6432 3.08616
61 22  50.6434 3.0861
61 23  50.6437 3.08604
61 24  50.6439 3.08599
61 25  50.6442 3.08595
61 26  50.6444 3.0859
61 27  50.6446 3.08585
61 28  50.6449 3.08581
61 29  50.6451 3.08578
61 30  50.6452 3.08578
61 31  50.6454 3.08578
61 32  50.6457 3.08579
61 33  50.6459 3.08579
61 34  50.6462 3.08579
61 35  50.6464 3.08581
61 36  50.6467 3.08582
61 37  50.6469 3.08584
61 38  50.6472 3.08583
61 39  50.6474 3.08582
61 40  50.6477 3.08581
61 41  50.6478 3.08586
61 42  50.6479 3.08592
61 43  50.6481 3.08606
61 44  50.6483 3.0862
61 45  50.6485 3.08632
61 46  50.6487 3.08647
61 47  50.6489 3.08658
61 48  50.649 3.08649
61 49  50.6491 3.08622
61 50  50.6493 3.08594
61 51  50.6495 3.08565
61 52  50.6496 3.08537
61 53  50.6498 3.08513
61 54  50.6499 3.08485
61 55  50.65 3.0848
61 56  50.6501 3.08497
61 57  50.6503 3.08525
61 58  50.6505 3.08554
61 59  50.6504 3.08578
61 60  50.6506 3.08597
61 61  50.6508 3.08617
61 62  50.6508 3.0861
61 63  50.651 3.08585
61 64  50.6511 3.08557
61 65  50.6513 3.0858
61 66  50.6514 3.08559
61 67  50.6516 3.08515
63 0  50.6398 3.07888
63 1  50.6397 3.07844
63 2  50.6397 3.07806
63 3  50.6396 3.07769
63 4  50.6395 3.07732
63 5  50.6394 3.07704
63 6  50.6394 3.07691
63 7  50.6394 3.07661
63 8  50.6393 3.07625
63 9  50.6392 3.07609
63 10  50.6391 3.07586
63 11  50.639 3.07565
63 12  50.639 3.07546
63 13  50.6388 3.07512
63 14  50.6387 3.07478
63 15  50.6386 3.07448
63 16  50.6385 3.0743
63 17  50.6385 3.07413
63 18  50.6384 3.07379
63 19  50.6382 3.07345
63 20  50.6381 3.07311
63 21  50.638 3.07277
63 22  50.6379 3.07249
63 23  50.6378 3.07217
63 24  50.6376 3.07183
63 25  50.6375 3.07149
63 26  50.6375 3.07135
63 27  50.6374 3.0711
63 28  50.6372 3.0708
63 29  50.6371 3.07047
63 30  50.637 3.07011
63 31  50.637 3.06998
63 32  50.6369 3.06973
63 33  50.6367 3.0694
63 34  50.6367 3.06907
63 35  50.6366 3.06898
63 36  50.6365 3.06882
63 37  50.6364 3.06872
63 38  50.6362 3.06854
63 39  50.636 3.06839
63 40  50.6358 3.06823
63 41  50.6356 3.06817
63 42  50.6353 3.06815
63 43  50.6351 3.06825
63 44  50.6349 3.06843
63 45  50.6347 3.0686
63 46  50.6347 3.06853
63 47  50.6346 3.06839
63 48  50.6345 3.06805
63 49  50.6344 3.06777
63 50  50.6343 3.06769
63 51  50.6342 3.06759
63 52  50.6341 3.06728
63 53  50.6339 3.06695
63 54  50.6338 3.06662
63 55  50.6337 3.06647
65 0  50.6337 3.06647
65 1  50.6335 3.06668
65 2  50.6334 3.06664
65 3  50.6331 3.06659
65 4  50.6329 3.06651
65 5  50.6327 3.06644
65 6  50.6324 3.06636
65 7  50.6322 3.06629
65 8  50.6319 3.06622
65 9  50.6317 3.06615
65 10  50.6315 3.06612
65 11  50.6313 3.0661
65 12  50.6312 3.06602
65 13  50.6311 3.06582
65 14  50.6309 3.06557
65 15  50.6308 3.06549
65 16  50.6307 3.06529
65 17  50.6305 3.06504
65 18  50.6303 3.06479
65 19  50.6302 3.0646
65 20  50.6302 3.06463
65 21  50.63 3.06482
65 22  50.6299 3.06496
65 23  50.6299 3.06488
65 24  50.6296 3.06484
65 25  50.6294 3.06481
65 26  50.6291 3.06478
65 27  50.629 3.06476
65 28  50.6288 3.06474
65 29  50.6286 3.06473
65 30  50.6285 3.06472
65 31  50.6283 3.0647
65 32  50.6281 3.06468
65 33  50.6278 3.06465
65 34  50.6277 3.06464
65 35  50.6275 3.06463
65 36  50.6274 3.06461
65 37  50.6271 3.06459
65 38  50.627 3.06457
65 39  50.6268 3.06455
65 40  50.6265 3.06451
65 41  50.6263 3.0645
65 42  50.6261 3.06448
65 43  50.626 3.06446
65 44  50.6258 3.06444
65 45  50.6256 3.06442
65 46  50.6253 3.06439
65 47  50.6251 3.06437
65 48  50.6248 3.06435
65 49  50.6246 3.06433
65 50  50.6243 3.06431
65 51  50.6241 3.06428
65 52  50.6238 3.06426
65 53  50.6237 3.06424
65 54  50.6234 3.06421
65 55  50.6233 3.06421
65 56  50.6231 3.06419
65 57  50.6231 3.06402
65 58  50.623 3.06366
65 59  50.6229 3.0633
65 60  50.6227 3.06297
65 61  50.6226 3.06265
65 62  50.6225 3.06243
65 63  50.6224 3.06215
65 64  50.6223 3.0618
65 65  50.6222 3.06145
65 66  50.6221 3.06112
65 67  50.622 3.06089
65 68  50.6219 3.06056
65 69  50.6218 3.06022
65 70  50.6217 3.05991
65 71  50.6216 3.05958
65 72  50.6215 3.0593
65 73  50.6214 3.05908
65 74  50.6213 3.05876
65 75  50.6213 3.05852
65 76  50.6211 3.05817
65 77  50.621 3.05783
65 78  50.6209 3.05749
65 79  50.6208 3.05715
65 80  50.6206 3.05682
65 81  50.6205 3.05649
65 82  50.6204 3.05618
65 83  50.6203 3.05585
65 84  50.6202 3.0555
65 85  50.62 3.05516
65 86  50.6199 3.05481
65 87  50.6198 3.05447
65 88  50.6199 3.05418
65 89  50.6201 3.05395
65 90  50.6203 3.05374
65 91  50.6202 3.05347
65 92  50.62 3.05315
65 93  50.6199 3.05285
65 94  50.6198 3.05294
65 95  50.6197 3.05319
65 96  50.6196 3.05336
67 0  50.6196 3.05336
67 1  50.6198 3.05303
67 2  50.6199 3.05286
67 3  50.62 3.05298
67 4  50.6201 3.05328
67 5  50.6202 3.0536
67 6  50.6203 3.05375
67 7  50.6201 3.05389
67 8  50.6199 3.05411
67 9  50.6198 3.05435
67 10  50.6199 3.05467
67 11  50.62 3.05502
67 12  50.6201 3.0553
67 13  50.6202 3.0556
67 14  50.6203 3.05594
67 15  50.6205 3.05625
67 16  50.6205 3.05656
67 17  50.6207 3.0569
67 18  50.6208 3.05724
67 19  50.6209 3.05758
67 20  50.621 3.05792
67 21  50.6212 3.05826
67 22  50.6213 3.0586
67 23  50.6213 3.0588
67 24  50.6213 3.05898
67 25  50.6215 3.05931
67 26  50.6216 3.05964
67 27  50.6217 3.05997
67 28  50.6218 3.06027
67 29  50.622 3.06062
67 30  50.6221 3.06097
67 31  50.6221 3.06132
67 32  50.6223 3.06165
67 33  50.6224 3.062
67 34  50.6225 3.06235
67 35  50.6226 3.06269
67 36  50.6228 3.063
67 37  50.6229 3.06334
67 38  50.623 3.0637
67 39  50.6231 3.06406
67 40  50.6232 3.06432
67 41  50.6233 3.06466
67 42  50.6234 3.06501
67 43  50.6235 3.06535
67 44  50.6237 3.0657
67 45  50.6237 3.06592
67 46  50.6238 3.0662
67 47  50.6239 3.06655
67 48  50.6239 3.06667
67 49  50.624 3.06686
67 50  50.6241 3.06712
67 51  50.6242 3.06744
67 52  50.6244 3.06777
67 53  50.6244 3.06789
67 54  50.6245 3.06816
67 55  50.6245 3.06856
67 56  50.6245 3.06895
67 57  50.6244 3.06927
67 58  50.6244 3.06966
67 59  50.6244 3.07005
67 60  50.6244 3.07044
67 61  50.6243 3.07083
67 62  50.6243 3.07121
67 63  50.6243 3.07133
67 64  50.6243 3.07167
67 65  50.6242 3.07206
67 66  50.6242 3.07245
67 67  50.6242 3.07284
67 68  50.6241 3.07323
67 69  50.6241 3.07362
67 70  50.6241 3.074
67 71  50.6241 3.0744
67 72  50.6241 3.07474
67 73  50.6241 3.07499
67 74  50.6241 3.07513
67 75  50.6241 3.07544
67 76  50.6241 3.07583
67 77  50.624 3.07622
67 78  50.624 3.07661
67 79  50.6239 3.07697
67 80  50.6239 3.07735
67 81  50.6239 3.07759
67 82  50.6239 3.07772
67 83  50.6238 3.07782
67 84  50.6237 3.07796
67 85  50.6236 3.07805
67 86  50.6235 3.07827
67 87  50.6233 3.07834
67 88  50.6231 3.0785
69 0  50.6231 3.0785
69 1  50.6234 3.07832
69 2  50.6235 3.07835
69 3  50.6235 3.07862
69 4  50.6235 3.07874
69 5  50.6236 3.07864
69 6  50.6238 3.07854
69 7  50.624 3.07873
69 8  50.624 3.07884
69 9  50.6239 3.07914
69 10  50.6239 3.07952
69 11  50.624 3.0799
69 12  50.624 3.08029
69 13  50.6241 3.08042
69 14  50.6242 3.08039
69 15  50.6243 3.08033
69 16  50.6245 3.08027
69 17  50.6247 3.08018
69 18  50.625 3.08009
69 19  50.6252 3.08
69 20  50.6255 3.0799
69 21  50.6257 3.07981
69 22  50.6259 3.07968
69 23  50.6262 3.07956
69 24  50.6263 3.07957
69 25  50.6263 3.07971
69 26  50.6263 3.07987
69 27  50.6264 3.08024
69 28  50.6265 3.0806
69 29  50.6266 3.08096
69 30  50.6266 3.08119
69 31  50.6266 3.08139
69 32  50.6267 3.0817
69 33  50.6268 3.08199
69 34  50.6269 3.08234
69 35  50.627 3.08253
69 36  50.6272 3.08268
69 37  50.6274 3.08269
69 38  50.6277 3.08263
69 39  50.6279 3.08257
69 40  50.628 3.08254
69 41  50.6282 3.08249
69 42  50.6285 3.08242
69 43  50.6287 3.08237
69 44  50.6289 3.08231
69 45  50.6292 3.08226
69 46  50.6294 3.08219
69 47  50.6297 3.0821
69 48  50.6299 3.08206
69 49  50.6302 3.08205
69 50  50.6304 3.08205
69 51  50.6307 3.08209
69 52  50.6309 3.08214
69 53  50.6312 3.0822
69 54  50.6314 3.08226
69 55  50.6316 3.0823
69 56  50.6319 3.08235
69 57  50.6321 3.08224
69 58  50.6322 3.08218
69 59  50.6324 3.08205
69 60  50.6326 3.08188
69 61  50.6328 3.08171
69 62  50.633 3.08153
69 63  50.6332 3.08134
69 64  50.6334 3.08122
69 65  50.6334 3.08115
69 66  50.6336 3.08097
69 67  50.6338 3.08083
69 68  50.634 3.08062
69 69  50.6341 3.08048
69 70  50.6343 3.08029
69 71  50.6345 3.08009
69 72  50.6347 3.07988
69 73  50.635 3.07967
69 74  50.6352 3.07947
69 75  50.6354 3.07927
69 76  50.6356 3.07907
69 77  50.6357 3.07892
69 78  50.6359 3.07873
69 79  50.6361 3.07853
69 80  50.6364 3.07832
69 81  50.6366 3.07812
69 82  50.6368 3.07791
69 83  50.637 3.0777
69 84  50.6372 3.0775
69 85  50.6374 3.07738
69 86  50.6375 3.07772
69 87  50.6376 3.07805
69 88  50.6378 3.07837
69 89  50.6379 3.07865
69 90  50.638 3.07883
69 91  50.638 3.07884
69 92  50.6382 3.07867
69 93  50.6382 3.07874
69 94  50.6383 3.07881
69 95  50.6384 3.07898
69 96  50.6387 3.07909
69 97  50.6389 3.07917
69 98  50.6391 3.07926
69 99  50.6394 3.07933
69 100  50.6396 3.07939
69 101  50.6398 3.07944
69 102  50.6399 3.0794
69 103  50.6398 3.07888
71 0  50.6294 3.04298
71 1  50.6292 3.04323
71 2  50.6292 3.04327
71 3  50.6294 3.04343
71 4  50.6296 3.04364
71 5  50.6298 3.04384
71 6  50.63 3.04402
71 7  50.6301 3.04419
71 8  50.6303 3.04433
71 9  50.6305 3.04454
71 10  50.6306 3.04467
71 11  50.6307 3.04479
71 12  50.6309 3.04496
71 13  50.6311 3.04515
71 14  50.6313 3.04537
71 15  50.6315 3.04558
71 16  50.6317 3.04579
71 17  50.6319 3.046
71 18  50.632 3.0461
71 19  50.6322 3.04625
71 20  50.6324 3.04646
71 21  50.6325 3.0466
71 22  50.6327 3.04674
71 23  50.6328 3.04697
71 24  50.633 3.04718
71 25  50.6332 3.04737
71 26  50.6333 3.04744
71 27  50.6334 3.04759
71 28  50.6337 3.04779
71 29  50.6338 3.04795
71 30  50.6339 3.04804
71 31  50.6341 3.04825
71 32  50.6343 3.04843
71 33  50.6345 3.04864
71 34  50.6347 3.04882
71 35  50.6349 3.04904
71 36  50.6351 3.04926
